Id,MSSubClass,LotArea,LotConfig,OverallQual,LotFrontage,Neighborhood,OverallCond,BedroomAbvGr,TotRmsAbvGrd,TotalBsmtSF,YearBuilt,SalePrice
811,20,10140,Inside,6,78.0,NWAmes,6,3,5,1040,1974,181.0
812,120,4438,Inside,6,,CollgCr,5,1,4,848,2004,144.5
813,20,8712,Inside,5,66.0,IDOTRR,5,2,4,540,1952,55.993
814,20,9750,Inside,6,75.0,NAmes,6,4,7,1442,1958,157.9
815,50,8248,Inside,5,45.0,Edwards,7,3,7,686,1918,116.0
816,20,12137,CulDSac,7,48.0,CollgCr,5,3,6,1649,1998,224.9
817,20,11425,Corner,5,,NAmes,6,2,4,1008,1954,137.0
818,20,13265,CulDSac,8,,Mitchel,5,3,7,1568,2002,271.0
819,80,8816,Inside,6,80.0,ClearCr,7,3,6,1010,1971,155.0
820,120,6371,Inside,7,44.0,NridgHt,5,2,6,1358,2009,224.0
821,60,7226,CulDSac,7,72.0,CollgCr,5,3,6,798,2003,183.0
822,20,6000,Inside,4,60.0,OldTown,4,2,4,936,1953,93.0
823,60,12394,Corner,7,,Gilbert,5,3,7,847,2003,225.0
824,50,9900,Inside,6,60.0,SWISU,7,3,7,778,1940,139.5
825,20,11216,Inside,8,81.0,Somerst,5,3,7,1489,2006,232.6
826,20,14803,Inside,10,114.0,NridgHt,5,2,7,2078,2007,385.0
827,45,6130,Inside,5,50.0,BrkSide,6,2,5,784,1924,109.5
828,20,8529,Inside,7,65.0,SawyerW,5,3,6,1454,2001,189.0
829,60,28698,CulDSac,5,,ClearCr,5,3,7,1013,1967,185.0
830,160,2544,Inside,7,24.0,Somerst,5,2,4,600,2005,147.4
831,20,11900,Corner,6,80.0,NAmes,5,3,6,1392,1957,166.0
832,160,3180,Inside,7,30.0,Somerst,5,2,4,600,2005,151.0
833,60,9548,CulDSac,7,44.0,CollgCr,6,3,7,941,2003,237.0
834,20,10004,Inside,6,100.0,NAmes,6,3,6,1516,1964,167.0
835,20,7875,Inside,5,75.0,NAmes,6,3,6,1144,1961,139.95
836,20,9600,Inside,4,60.0,Sawyer,7,2,4,1067,1950,128.0
837,30,8100,Inside,5,90.0,OldTown,6,2,5,1559,1948,153.5
838,160,1680,Inside,6,21.0,BrDale,5,2,5,483,1973,100.0
839,20,9525,Inside,5,75.0,CollgCr,6,3,6,1099,1995,144.0
840,50,11767,Inside,5,70.0,Edwards,6,3,6,768,1946,130.5
841,70,12155,Inside,6,,SWISU,8,4,7,672,1925,140.0
842,70,10440,Inside,5,60.0,OldTown,8,3,8,650,1904,157.5
843,80,9020,Inside,6,82.0,NAmes,7,3,6,1127,1966,174.9
845,50,12665,Inside,5,100.0,OldTown,8,4,7,876,1915,153.9
846,85,16647,CulDSac,5,,Sawyer,5,3,6,1390,1975,171.0
847,60,9317,Inside,7,75.0,SawyerW,5,3,7,740,1993,213.0
848,20,15523,CulDSac,5,36.0,CollgCr,6,3,5,864,1972,133.5
850,80,9600,FR2,6,80.0,Veenker,7,3,7,528,1976,187.0
851,120,4435,Inside,6,36.0,CollgCr,5,1,3,848,2003,131.5
852,120,3196,Inside,8,,Blmngtn,5,2,7,1273,2003,215.0
853,75,7128,Inside,7,53.0,Crawfor,5,4,7,918,1941,164.0
854,80,12095,Corner,6,,NAmes,6,3,7,1127,1964,158.0
855,20,17920,Inside,5,102.0,Sawyer,4,3,6,1763,1955,170.0
856,20,6897,Corner,5,,Sawyer,8,3,6,1040,1962,127.0
857,80,10970,Inside,6,,CollgCr,6,3,5,940,1978,147.0
858,60,8125,Inside,6,65.0,Gilbert,5,3,6,702,1994,174.0
859,20,10400,Inside,7,80.0,NWAmes,5,3,6,1090,1976,152.0
860,60,11029,Corner,6,,NWAmes,7,4,9,1054,1968,250.0
861,50,7642,Corner,7,55.0,Crawfor,8,3,7,912,1918,189.95
863,20,9672,Corner,6,81.0,SawyerW,5,3,6,1040,1984,152.0
864,20,7931,Inside,5,70.0,NAmes,5,3,6,1148,1959,132.5
865,20,8640,Inside,7,72.0,Somerst,5,3,6,1372,2007,250.58
866,20,8750,Inside,5,,NAmes,6,3,5,1002,1970,148.5
867,20,10656,Inside,8,67.0,Timber,5,3,6,1638,2006,248.9
868,20,6970,Corner,4,85.0,Sawyer,5,3,5,1040,1961,129.0
869,60,14762,Corner,5,,Gilbert,6,2,7,0,1948,169.0
870,60,9938,Inside,7,80.0,SawyerW,5,3,8,1050,1993,236.0
871,20,6600,Inside,5,60.0,NAmes,5,2,5,894,1962,109.5
872,60,8750,Inside,6,70.0,CollgCr,5,3,7,804,1998,200.5
873,20,8892,Corner,5,74.0,NAmes,7,3,5,105,1953,116.0
874,40,12144,Inside,5,60.0,NAmes,7,3,6,832,1949,133.0
875,50,5720,Inside,5,52.0,OldTown,6,3,5,676,1941,66.5
876,60,9000,Inside,8,75.0,Somerst,5,4,11,1184,2007,303.477
877,20,25286,Inside,4,94.0,Mitchel,5,3,5,1064,1963,132.25
878,60,8834,Inside,9,74.0,NridgHt,5,4,10,1462,2004,350.0
879,85,11782,Inside,5,88.0,Sawyer,7,3,6,1109,1961,148.0
880,20,7000,CulDSac,5,,CollgCr,8,3,6,864,1978,136.5
881,20,7024,Inside,5,60.0,Edwards,5,2,5,1090,2005,157.0
882,50,13758,CulDSac,7,44.0,Timber,5,3,7,1156,1990,187.5
883,60,9636,Corner,6,,Gilbert,5,3,7,808,1992,178.0
884,75,6204,Inside,4,60.0,SWISU,5,5,10,795,1912,118.5
885,20,7150,Inside,5,65.0,NAmes,5,3,5,892,1967,100.0
886,120,5119,CulDSac,9,50.0,Somerst,5,2,5,1698,1999,328.9
887,90,8393,Corner,5,70.0,NAmes,5,4,8,1626,1959,145.0
888,50,16466,Inside,5,59.0,Edwards,7,3,8,816,1955,135.5
889,20,15865,Inside,8,95.0,NAmes,6,4,8,2217,1970,268.0
890,20,12160,Inside,6,128.0,NAmes,4,2,6,1505,1953,149.5
891,50,8064,Corner,5,60.0,NAmes,7,3,6,672,1949,122.9
892,60,11184,Inside,6,70.0,Sawyer,5,3,7,918,1978,172.5
893,20,8414,Inside,6,70.0,Sawyer,8,3,6,1059,1963,154.5
894,20,13284,Inside,5,,Sawyer,5,3,6,1383,1954,165.0
895,90,7018,Inside,5,64.0,SawyerW,5,4,8,0,1979,118.858
896,60,7056,Inside,6,71.0,NAmes,5,4,8,780,1963,140.0
897,30,8765,Inside,4,50.0,IDOTRR,6,2,6,951,1936,106.5
900,20,6993,Inside,5,65.0,Sawyer,7,3,6,912,1961,135.0
901,20,7340,Inside,4,,NAmes,6,2,4,858,1971,110.0
902,20,8712,Inside,5,64.0,NAmes,7,2,5,992,1957,153.0
903,60,7875,Inside,7,63.0,Gilbert,5,3,8,783,2003,180.0
904,20,14859,CulDSac,7,50.0,Gilbert,5,3,7,1670,2006,240.0
905,20,6173,Inside,5,,Sawyer,6,3,6,876,1967,125.5
906,20,9920,Inside,5,80.0,NAmes,5,3,6,1056,1954,128.0
907,20,13501,Corner,8,116.0,Somerst,5,3,8,1623,2006,255.0
908,50,11500,Inside,7,86.0,Crawfor,7,3,6,1017,1936,250.0
909,20,8885,Inside,5,,Mitchel,5,2,5,864,1983,131.0
912,20,9286,CulDSac,5,,CollgCr,7,3,5,1268,1977,143.5
913,30,6120,Inside,5,51.0,BrkSide,7,3,6,768,1925,88.0
914,90,6270,Inside,5,82.0,Crawfor,6,4,8,1001,1949,145.0
915,160,3000,Inside,6,30.0,Somerst,5,2,4,612,2009,173.733
916,160,2001,Inside,4,21.0,MeadowV,5,3,6,546,1970,75.0
917,20,9000,Inside,2,50.0,IDOTRR,3,1,4,480,1949,35.311
918,20,17140,Inside,4,,Edwards,6,3,6,1134,1956,135.0
919,60,13125,Corner,7,103.0,SawyerW,5,4,8,1104,1991,238.0
920,20,11029,Corner,6,87.0,NAmes,8,3,6,1184,1958,176.5
921,60,8462,Inside,6,70.0,SawyerW,5,3,7,928,1994,201.0
922,90,8777,Inside,5,67.0,Edwards,7,4,9,1272,1900,145.9
923,20,10237,Inside,6,65.0,Gilbert,5,3,6,1316,2005,169.99
924,120,8012,Inside,6,50.0,SawyerW,5,2,5,1604,1993,193.0
925,20,10240,Inside,6,79.0,NWAmes,6,3,7,1686,1980,207.5
926,20,15611,Corner,5,,NWAmes,6,3,6,1126,1977,175.0
927,60,11999,Inside,8,93.0,NridgHt,5,4,10,1181,2003,285.0
928,60,9900,Inside,7,,NWAmes,5,4,9,832,1968,176.0
929,20,11838,Inside,8,,CollgCr,5,3,7,1753,2001,236.5
930,60,13006,Corner,7,,Gilbert,5,4,8,964,1997,222.0
931,20,8925,Inside,8,73.0,Timber,5,3,7,1466,2007,201.0
932,20,9100,Inside,5,70.0,NAmes,6,2,5,925,1965,117.5
933,20,11670,Corner,9,84.0,Somerst,5,3,8,1905,2006,320.0
934,20,8487,FR2,7,63.0,CollgCr,5,3,6,1500,2004,190.0
936,30,5825,Inside,4,52.0,BrkSide,5,1,5,600,1926,79.9
937,20,10083,Inside,7,67.0,SawyerW,5,2,5,1176,2003,184.9
938,60,9675,Inside,7,75.0,Somerst,5,3,8,1113,2005,253.0
939,60,8760,Inside,7,73.0,CollgCr,5,3,7,1391,2006,239.799
940,70,24090,Inside,7,,ClearCr,7,4,10,1032,1940,244.4
941,90,12640,Inside,6,55.0,Mitchel,5,4,8,1728,1976,150.9
942,60,8755,FR2,7,,Gilbert,5,3,8,992,1999,214.0
943,90,7711,Inside,4,42.0,Edwards,3,4,8,1440,1977,150.0
944,90,25000,Inside,5,100.0,Mitchel,4,4,8,1632,1967,143.0
945,20,14375,CulDSac,6,,Timber,6,3,7,819,1958,137.5
946,50,8820,Corner,5,98.0,OldTown,6,2,7,1088,1890,124.9
947,80,8163,Inside,5,70.0,NAmes,6,3,6,1144,1959,143.0
948,20,14536,Inside,8,85.0,Timber,5,3,9,1616,2002,270.0
949,60,14006,Inside,7,65.0,CollgCr,5,3,7,936,2002,192.5
950,20,9360,Inside,6,78.0,NWAmes,7,3,5,1161,1972,197.5
951,20,7200,Inside,5,60.0,NAmes,8,3,5,864,1950,129.0
952,20,7800,Corner,5,60.0,SawyerW,5,3,6,828,1965,119.9
953,85,7200,Inside,5,60.0,CollgCr,8,2,5,768,1972,133.9
954,60,11075,Inside,5,,Mitchel,4,4,7,784,1969,172.0
955,90,9400,CulDSac,6,35.0,Edwards,5,4,4,945,1975,127.5
956,90,7136,Inside,6,82.0,Crawfor,6,4,8,979,1946,145.0
957,160,1300,Inside,6,24.0,Blueste,6,2,5,561,1980,124.0
958,20,7420,Inside,5,70.0,Sawyer,5,3,6,1057,1962,132.0
959,20,8450,Inside,7,65.0,CollgCr,5,3,6,1337,2003,185.0
960,160,2572,FR2,7,24.0,Somerst,5,3,6,696,1999,155.0
961,20,7207,Inside,5,50.0,BrkSide,7,2,4,858,1958,116.5
962,60,12227,Corner,6,,NWAmes,7,4,11,1330,1977,272.0
963,160,2308,Corner,6,24.0,NPkVill,6,3,7,804,1976,155.0
964,20,11923,Corner,9,122.0,CollgCr,5,2,7,1800,2007,239.0
965,60,11316,Corner,7,80.0,Timber,5,4,8,817,2002,214.9
966,60,10237,Inside,6,65.0,Gilbert,5,3,8,783,2005,178.9
967,50,9600,Inside,5,130.0,Crawfor,7,2,7,728,1940,160.0
968,20,7390,Inside,5,,NAmes,7,3,6,1098,1955,135.0
969,50,5925,Inside,3,50.0,OldTown,6,2,6,600,1910,37.9
971,50,10800,Inside,4,60.0,NAmes,4,4,6,720,1949,135.0
972,160,2268,Inside,7,36.0,NridgHt,5,2,6,764,2003,173.0
973,120,7892,Inside,6,55.0,SawyerW,5,2,5,918,1979,99.5
974,20,11639,Corner,7,95.0,Somerst,5,3,6,1428,2007,182.0
975,70,11414,Corner,7,60.0,BrkSide,8,3,8,728,1910,167.5
976,160,2651,FR2,7,,Somerst,5,3,6,673,2000,165.0
977,30,5900,Inside,4,51.0,BrkSide,7,2,4,440,1923,85.5
978,120,4274,Inside,7,35.0,Somerst,5,1,4,1241,2006,199.9
979,20,9450,Inside,4,68.0,Edwards,5,3,5,894,1954,110.0
980,20,8816,Corner,5,80.0,Sawyer,6,3,5,1121,1963,139.0
982,60,12203,Corner,8,98.0,NoRidge,5,4,8,1225,1998,336.0
983,20,3182,Inside,7,43.0,Blmngtn,5,2,6,1266,2007,159.895
984,60,11250,Corner,8,,CollgCr,5,4,9,1128,2002,255.9
985,90,10125,Inside,5,75.0,Mitchel,5,4,8,0,1977,126.0
987,50,5310,Corner,6,59.0,OldTown,8,2,5,485,1910,117.0
988,20,10159,Inside,9,83.0,NridgHt,5,3,8,1930,2009,395.192
989,60,12046,Inside,6,,NWAmes,6,4,8,848,1976,195.0
990,60,8125,Inside,7,65.0,Somerst,5,3,6,770,2006,197.0
991,60,9452,Inside,8,82.0,NoRidge,5,3,7,1396,1997,348.0
993,60,9760,Inside,6,80.0,NAmes,8,3,7,822,1964,187.0
994,60,8846,Inside,6,68.0,CollgCr,5,3,6,750,2005,173.9
995,20,12456,FR2,10,96.0,NridgHt,5,3,7,1700,2006,337.5
996,50,4712,Inside,4,51.0,BrkSide,7,3,5,747,1946,121.6
997,20,10659,Inside,5,,NAmes,6,3,6,1050,1961,136.5
998,20,11717,Inside,6,,NWAmes,6,2,6,1442,1970,185.0
999,30,9786,Inside,3,60.0,IDOTRR,4,3,6,1007,1922,91.0
1000,20,6762,Inside,7,64.0,CollgCr,5,2,6,1187,2006,206.0
1001,20,10206,Corner,3,74.0,Edwards,3,2,4,0,1952,82.0
1002,30,5400,Corner,5,60.0,OldTown,6,2,4,691,1920,86.0
1003,20,11957,Inside,8,75.0,Somerst,5,3,7,1574,2006,232.0
1004,90,11500,Corner,5,,NWAmes,6,4,8,1680,1976,136.905
1005,120,3182,Inside,7,43.0,Blmngtn,5,1,7,1346,2005,181.0
1006,80,8385,Inside,5,65.0,CollgCr,8,3,6,985,1977,149.9
1007,20,12155,Inside,6,,NAmes,3,3,7,1657,1970,163.5
1008,160,2217,Inside,4,21.0,MeadowV,4,3,6,546,1970,88.0
1009,20,12118,CulDSac,7,43.0,Mitchel,5,3,7,1710,2004,240.0
1010,50,6000,Inside,5,60.0,SWISU,5,4,7,1008,1926,102.0
1011,50,21286,Inside,5,115.0,Sawyer,5,4,7,720,1948,135.0
1012,90,9825,Inside,5,75.0,Edwards,5,4,8,0,1965,100.0
1013,70,10592,Inside,6,55.0,Crawfor,7,3,7,602,1923,165.0
1014,30,7200,Inside,5,60.0,OldTown,4,2,4,1022,1910,85.0
1015,20,11664,Inside,6,60.0,NAmes,5,2,5,1082,1948,119.2
1016,60,8400,Inside,8,70.0,NWAmes,6,3,6,810,2001,227.0
1017,20,11883,Inside,7,73.0,CollgCr,5,3,6,1504,1996,203.0
1018,120,5814,CulDSac,8,,StoneBr,5,1,4,1220,1984,187.5
1019,80,10784,FR2,7,,Gilbert,5,3,7,384,1991,160.0
1020,120,3013,Inside,7,43.0,Blmngtn,5,2,6,1362,2005,213.49
1021,20,7024,Inside,4,60.0,Edwards,5,2,5,1132,2005,176.0
1022,20,7406,Inside,7,64.0,CollgCr,5,2,6,1199,2006,194.0
1023,50,9439,Inside,5,52.0,OldTown,5,2,6,912,1930,87.0
1024,120,3182,Inside,7,43.0,Blmngtn,5,2,7,1346,2005,191.0
1025,20,15498,Corner,8,,Timber,6,2,10,1565,1976,287.0
1026,20,7700,Corner,5,70.0,CollgCr,5,3,5,882,1972,112.5
1027,20,9300,Inside,5,73.0,NAmes,5,3,6,1268,1960,167.5
1028,20,9520,Inside,8,71.0,Timber,5,3,7,1638,2007,293.077
1029,50,9492,Inside,5,79.0,NAmes,5,3,6,768,1941,105.0
1030,160,1680,Inside,6,21.0,BrDale,7,3,7,672,1972,118.0
1033,60,14541,Corner,8,,NoRidge,7,5,10,1338,1993,310.0
1034,20,8125,Inside,7,,CollgCr,5,3,6,1654,2002,230.0
1035,30,6305,Inside,5,50.0,Crawfor,7,2,5,920,1938,119.75
1036,20,11500,CulDSac,4,,Edwards,3,3,5,0,1957,84.0
1037,20,12898,Inside,9,89.0,Timber,5,2,6,1620,2007,315.5
1038,60,9240,Inside,8,,CollgCr,5,3,7,1055,2001,287.0
1039,160,1533,Inside,4,21.0,MeadowV,6,3,6,546,1970,97.0
1040,180,1477,Inside,4,21.0,MeadowV,4,1,3,630,1970,80.0
1041,20,13125,Corner,5,88.0,Sawyer,4,3,8,1134,1957,155.0
1042,60,9130,Inside,6,,NWAmes,8,4,7,800,1966,173.0
1043,120,5381,Inside,6,34.0,NridgHt,5,1,5,1306,2005,196.0
1044,60,11839,Inside,7,86.0,SawyerW,5,4,10,1475,1990,262.28
1046,20,13680,CulDSac,3,,Edwards,5,4,8,0,1955,139.6
1048,20,9245,Inside,5,57.0,CollgCr,5,3,5,990,1994,145.0
1049,20,21750,Inside,5,100.0,Mitchel,4,3,9,0,1960,115.0
1050,20,11100,Inside,4,60.0,Edwards,7,2,6,0,1946,84.9
1051,20,8993,Inside,7,73.0,Gilbert,5,3,6,1302,2007,176.485
1052,20,11175,Corner,7,103.0,CollgCr,5,3,6,1316,2007,200.141
1053,60,9500,Corner,6,100.0,NAmes,6,4,9,816,1964,165.0
1054,20,8562,Inside,5,68.0,Edwards,6,4,7,1216,1957,144.5
1055,60,11367,Corner,8,90.0,CollgCr,5,3,7,1065,2002,255.0
1056,20,11361,Inside,6,104.0,NWAmes,5,3,7,1193,1976,180.0
1057,120,7052,Inside,7,43.0,NridgHt,5,2,6,1364,2005,185.85
1058,60,29959,FR2,7,,NoRidge,6,3,7,973,1994,248.0
1059,60,11308,Inside,9,96.0,NridgHt,5,3,10,1104,2008,335.0
1060,50,11275,Corner,6,,Crawfor,7,3,7,854,1932,220.0
1061,120,4920,Inside,8,41.0,StoneBr,5,2,6,1338,2001,213.5
1062,30,18000,Inside,3,120.0,IDOTRR,4,2,6,894,1935,81.0
1064,30,6000,Inside,6,50.0,OldTown,6,2,5,1103,1925,110.5
1065,20,11000,CulDSac,5,,NAmes,6,3,6,1154,1966,154.0
1066,60,14000,Inside,7,80.0,ClearCr,5,3,7,1306,1996,328.0
1067,60,7837,Inside,6,59.0,Gilbert,7,3,7,799,1993,178.0
1068,60,9760,Inside,6,80.0,NAmes,6,4,7,780,1964,167.9
1069,160,3964,Inside,6,42.0,MeadowV,4,5,10,942,1973,151.4
1070,45,9600,Inside,5,60.0,NAmes,7,2,4,845,1949,135.0
1071,20,10152,Inside,5,72.0,NAmes,5,3,6,1048,1956,135.0
1072,60,11700,Inside,6,78.0,NWAmes,6,4,8,727,1968,154.0
1073,50,7585,Inside,5,50.0,Edwards,3,4,7,810,1948,91.5
1074,60,7950,Corner,6,75.0,Edwards,6,3,6,690,1977,159.5
1075,20,8556,Inside,7,74.0,CollgCr,5,2,5,1240,2006,194.0
1076,70,13125,Inside,7,75.0,Crawfor,6,3,6,800,1940,219.5
1077,50,10800,Inside,5,60.0,OldTown,8,3,7,796,1936,170.0
1078,20,15870,Corner,5,,NAmes,5,3,6,1096,1969,138.8
1079,120,4435,Inside,6,37.0,CollgCr,5,1,3,848,2004,155.9
1080,20,8775,Inside,5,65.0,CollgCr,5,3,5,990,1994,126.0
1081,20,11040,Inside,6,80.0,NWAmes,7,3,5,1258,1971,145.0
1082,20,7500,Corner,5,75.0,Sawyer,5,3,5,1040,1963,133.0
1083,20,8749,Inside,7,70.0,CollgCr,5,3,6,1459,2002,192.0
1084,20,8800,Inside,6,80.0,NAmes,6,3,6,1251,1964,160.0
1085,60,13031,Corner,6,,Gilbert,5,3,6,691,1995,187.5
1086,85,9069,Inside,6,73.0,SawyerW,6,2,5,936,1992,147.0
1087,160,1974,Inside,4,,MeadowV,5,3,6,546,1973,83.5
1088,60,10574,Inside,8,85.0,Somerst,5,3,9,1082,2005,252.0
1089,160,2522,Inside,7,24.0,Edwards,5,3,7,970,2004,137.5
1090,120,3316,Inside,8,37.0,Somerst,5,1,4,1247,2005,197.0
1091,90,8544,Corner,3,60.0,NAmes,4,2,6,0,1950,92.9
1092,160,2160,Inside,7,24.0,Somerst,5,2,4,600,1999,160.0
1093,50,8400,Inside,6,60.0,SWISU,5,4,7,1181,1925,136.5
1094,20,9230,Corner,5,71.0,NAmes,8,1,6,864,1965,146.0
1095,20,5868,Inside,5,74.0,NAmes,7,2,4,936,1956,129.0
1096,20,9317,Inside,6,78.0,CollgCr,5,3,6,1314,2006,176.432
1097,70,6882,Inside,6,60.0,IDOTRR,7,3,7,684,1914,127.0
1098,120,3696,Inside,8,,StoneBr,5,2,5,1074,1986,170.0
1099,50,6000,Inside,4,50.0,BrkSide,6,3,6,672,1936,128.0
1100,20,11880,Inside,7,82.0,NWAmes,5,3,7,1271,1978,157.0
1101,30,8400,Inside,2,60.0,SWISU,5,1,3,290,1920,60.0
1102,20,9758,Inside,5,61.0,NAmes,5,3,5,950,1971,119.5
1103,20,7000,Inside,5,70.0,NAmes,7,2,6,1010,1960,135.0
1104,20,8910,Corner,6,79.0,NAmes,6,3,6,655,1959,159.5
1105,160,2016,Inside,5,24.0,BrDale,5,3,6,630,1970,106.0
1106,60,12256,Corner,8,98.0,NoRidge,5,3,9,1463,1994,325.0
1107,20,10357,Corner,7,114.0,SawyerW,5,3,6,910,1990,179.9
1109,60,8063,Inside,6,,Gilbert,5,3,7,924,2000,181.0
1110,20,11362,Inside,8,107.0,NridgHt,5,3,7,1836,2004,280.0
1111,60,8000,Inside,6,,Gilbert,5,3,8,773,1995,188.0
1112,60,10480,Inside,7,80.0,NWAmes,6,4,8,803,1976,205.0
1113,20,7100,Corner,5,73.0,NAmes,7,2,5,816,1957,129.9
1114,20,8923,Inside,5,66.0,NAmes,7,2,6,1008,1953,134.5
1115,20,5400,Inside,5,90.0,OldTown,7,2,4,833,1954,117.0
1116,20,12085,Inside,8,93.0,NridgHt,5,3,7,1734,2007,318.0
1117,80,7750,Inside,8,,Gilbert,5,3,7,408,2002,184.1
1118,20,9764,FR2,5,57.0,Sawyer,7,3,5,894,1967,130.0
1119,80,13825,Inside,5,85.0,Sawyer,6,3,6,533,1958,140.0
1120,20,7560,Inside,5,70.0,NAmes,5,3,6,1040,1959,133.7
1121,30,8263,Inside,6,59.0,IDOTRR,5,2,6,1012,1920,118.4
1122,20,10084,Inside,7,84.0,CollgCr,5,3,7,1552,2005,212.9
1123,20,8926,Corner,4,,Edwards,3,3,5,672,1956,112.0
1125,80,9125,Inside,7,,Gilbert,5,3,7,384,1992,163.9
1126,20,10434,Inside,4,60.0,NAmes,5,2,5,1005,1955,115.0
1127,120,3684,Inside,7,53.0,Blmngtn,5,2,7,1373,2007,174.0
1129,60,11796,Inside,7,59.0,Gilbert,5,4,8,847,2004,215.0
1130,90,7200,Inside,5,60.0,OldTown,5,2,4,936,1980,140.0
1131,50,7804,Inside,4,65.0,SWISU,3,4,7,1122,1928,135.0
1132,20,10712,Inside,5,63.0,Mitchel,5,3,5,974,1991,93.5
1134,60,9828,Inside,8,80.0,SawyerW,5,3,8,1128,1995,239.5
1135,60,8773,Inside,6,57.0,Gilbert,5,3,7,916,1997,169.0
1136,30,6180,Corner,6,60.0,BrkSide,5,2,5,960,1926,102.0
1137,50,9600,Inside,6,80.0,NAmes,5,3,6,1032,1950,119.0
1139,20,9819,Inside,6,,Mitchel,5,2,5,1567,1977,196.0
1140,30,8731,Inside,5,98.0,BrkSide,5,3,6,915,1920,144.0
1141,20,7350,Corner,5,60.0,NAmes,7,2,4,952,1951,139.0
1142,60,10304,CulDSac,5,,NWAmes,7,4,9,780,1976,197.5
1144,20,9000,Inside,5,,Sawyer,3,3,5,1006,1959,80.0
1146,50,6240,Inside,5,52.0,BrkSide,6,3,8,1042,1928,149.0
1147,20,11200,Inside,6,,SawyerW,5,3,5,1298,1985,180.0
1148,70,12000,Inside,7,75.0,Crawfor,7,3,7,704,1941,174.5
1149,50,5700,Inside,7,,OldTown,7,2,5,572,1926,116.9
1151,20,8280,Inside,6,57.0,NAmes,5,2,4,932,1950,124.0
1152,20,17755,Inside,5,134.0,Edwards,4,3,6,1466,1959,149.9
1153,20,14115,Inside,6,90.0,Crawfor,7,2,6,1073,1956,230.0
1154,30,5890,Corner,6,,IDOTRR,8,2,5,816,1930,120.5
1155,60,13700,Inside,7,,NAmes,6,4,8,864,1965,201.8
1156,20,10768,Corner,5,90.0,Veenker,8,3,6,1437,1976,218.0
1157,80,9350,Inside,5,85.0,NAmes,8,3,6,1219,1965,179.9
1158,120,5001,Inside,7,34.0,NridgHt,5,2,6,1314,2007,230.0
1159,20,11932,FR2,8,92.0,Somerst,5,3,7,1580,2007,235.128
1160,60,9120,Inside,6,76.0,NWAmes,6,4,8,901,1974,185.0
1161,160,2280,Inside,6,24.0,NPkVill,5,3,7,855,1978,146.0
1162,20,14778,CulDSac,6,,Crawfor,7,3,7,1296,1954,224.0
1163,20,8724,Inside,5,109.0,Sawyer,5,3,5,894,1968,129.0
1165,80,16157,FR2,5,,Veenker,7,2,5,1360,1978,194.0
1166,20,9541,Inside,7,79.0,NridgHt,5,3,7,1502,2009,233.17
1167,20,10475,Corner,8,64.0,CollgCr,5,3,7,1694,2008,245.35
1168,60,10852,Inside,6,58.0,Gilbert,5,3,7,959,2000,173.0
1169,70,13728,Corner,6,120.0,Edwards,7,4,7,1127,1935,235.0
1171,80,9880,Inside,6,76.0,Mitchel,6,3,6,1096,1977,171.0
1172,20,9120,Inside,6,76.0,NAmes,6,3,6,1261,1958,163.0
1173,160,4017,Inside,7,35.0,Somerst,5,2,5,625,2006,171.9
1175,70,16560,Inside,6,80.0,Crawfor,8,4,9,952,1932,239.0
1176,50,10678,Inside,8,85.0,NoRidge,5,4,9,1683,1992,285.0
1177,20,6951,CulDSac,5,37.0,Mitchel,5,3,5,876,1984,119.5
1178,50,3950,Inside,6,,OldTown,8,3,5,818,1926,115.0
1179,50,7681,FR2,5,54.0,Crawfor,6,3,7,731,1921,154.9
1180,20,8335,Corner,5,77.0,Edwards,5,3,5,0,1954,93.0
1181,60,11170,Corner,7,,Timber,5,4,8,1216,1990,250.0
1182,120,5587,Inside,8,64.0,Crawfor,5,2,5,1600,2008,392.5
1184,30,10800,Inside,5,60.0,OldTown,6,2,5,1120,1920,120.0
1185,20,35133,Inside,5,50.0,Timber,4,3,5,1572,1963,186.7
1186,50,9738,Inside,5,60.0,Edwards,7,4,7,784,1924,104.9
1188,20,12461,Corner,8,89.0,NoRidge,5,2,5,1624,1994,262.0
1189,60,8935,Inside,7,68.0,CollgCr,5,3,7,831,2002,195.0
1190,60,7500,Inside,7,60.0,Gilbert,5,3,7,994,1999,189.0
1192,160,2645,Inside,8,24.0,Somerst,5,2,5,776,1999,174.0
1193,50,9600,Inside,5,60.0,OldTown,8,3,6,702,1925,125.0
1194,120,4500,FR2,6,,Mitchel,5,2,5,1224,1999,165.0
1195,60,9364,Corner,6,80.0,Sawyer,7,4,7,663,1969,158.0
1196,60,8029,Inside,6,51.0,Gilbert,5,3,8,728,2005,176.0
1197,60,14054,Inside,7,58.0,Gilbert,5,4,9,879,2006,219.21
1198,75,8850,Corner,7,65.0,OldTown,6,3,7,815,1916,144.0
1199,20,9100,Inside,7,70.0,CollgCr,5,3,6,1212,2001,178.0
1200,20,11235,Inside,4,75.0,Sawyer,5,3,6,1051,1963,148.0
1201,20,9353,Inside,4,71.0,NAmes,5,3,5,864,1970,116.05
1202,60,10400,Corner,7,80.0,CollgCr,5,3,6,866,1998,197.9
1203,50,6000,Corner,5,50.0,BrkSide,8,3,5,884,1925,117.0
1204,20,9750,Inside,7,75.0,CollgCr,5,3,6,1630,2000,213.0
1205,20,10140,Inside,5,78.0,NWAmes,6,3,6,1056,1975,153.5
